gill-color,gill-size,spore-print-color,stalk-surface-above-ring,is_poisonous,height
p,b,h,k,1,5.3
w,n,h,s,0,5.9
w,b,h,s,1,4.9
r,b,r,s,1,5.2
p,b,h,k,1,4.2
h,b,h,s,1,4.5
b,n,w,s,1,4.4
g,b,h,k,1,5.9
h,b,h,f,1,6.1
h,b,h,s,1,4.6
b,n,w,s,1,5.0
p,b,h,k,1,5.2
b,n,w,k,1,5.4
g,b,r,s,1,4.2
g,b,h,k,1,5.4
b,n,w,k,1,5.2
b,n,w,k,1,5.1
e,b,w,s,0,6.7
p,n,h,s,0,4.9
p,b,h,s,1,4.9
g,b,h,k,1,5.0
b,n,w,k,1,5.8
b,n,w,k,1,4.2
b,n,w,s,1,4.9
b,n,w,k,1,4.6
b,n,w,k,1,3.9
b,n,w,s,1,4.4
b,n,w,k,1,4.3
b,n,w,s,1,4.9
b,n,w,s,1,5.0
b,n,w,s,1,6.4
b,n,w,k,1,4.0
b,n,w,s,1,5.3
b,n,w,k,1,4.8
b,n,w,k,1,3.6
b,n,w,k,1,5.7
b,n,w,s,1,3.6
b,n,w,s,1,4.0
b,n,w,k,1,4.8
b,n,w,k,1,5.2
b,n,w,s,1,4.0
b,n,w,s,1,4.4
b,n,w,k,1,4.6
b,n,w,k,1,4.2
b,n,w,s,1,5.6
b,n,w,k,1,5.2
b,n,w,k,1,5.2
b,n,w,k,1,5.2
b,n,w,k,1,3.7
b,n,w,k,1,6.8
b,n,w,s,1,4.9
b,n,w,k,1,5.3
b,n,w,s,1,3.1
b,n,w,k,1,3.4
b,n,w,s,1,6.0
b,n,w,k,1,4.1
b,n,w,s,1,3.3
b,n,w,k,1,6.0
b,n,w,k,1,4.8
y,b,n,s,0,6.9
b,n,w,k,1,6.0
o,b,n,s,0,4.0
b,n,w,s,1,6.8
b,n,w,k,1,5.3
b,n,w,s,1,4.8
b,n,w,k,1,4.2
b,n,w,s,1,5.6
b,n,w,s,1,5.9
b,n,w,s,1,6.9
b,n,w,s,1,4.1
b,n,w,k,1,6.7
b,n,w,s,1,6.2
b,n,w,s,1,6.2
b,n,w,k,1,4.8
b,n,w,s,1,4.1
b,n,w,s,1,4.4
b,n,w,k,1,5.6
b,n,w,s,1,4.8
b,n,w,k,1,6.1
b,n,w,k,1,4.9
b,n,w,s,1,5.6
b,n,w,k,1,5.4
b,n,w,s,1,4.7
b,n,w,s,1,4.3
b,n,w,k,1,6.1
b,n,w,s,1,4.7
b,n,w,s,1,5.2
b,n,w,s,1,5.0
b,n,w,s,1,5.9
w,b,w,k,0,3.8
b,n,w,s,1,7.2
b,n,w,s,1,6.4
b,n,w,s,1,3.8
b,n,w,s,1,4.6
b,n,w,s,1,4.5
b,n,w,k,1,4.2
b,n,w,k,1,5.7
b,n,w,s,1,6.1
b,n,w,k,1,5.9
b,n,w,k,1,3.6
b,n,w,k,1,5.6
b,n,w,k,1,5.9
b,n,w,k,1,4.4
b,n,w,k,1,4.2
b,n,w,s,1,4.8
b,n,w,k,1,4.8
b,n,w,k,1,3.7
b,n,w,k,1,5.5
b,n,w,s,1,6.2
b,n,w,s,1,5.7
b,n,w,s,1,3.2
b,n,w,s,1,4.2
b,n,w,s,1,3.7
b,n,w,k,1,4.2
b,n,w,s,1,4.3
b,n,w,s,1,2.0
b,n,w,s,1,3.0
b,n,w,s,1,7.2
b,n,w,s,1,3.5
b,n,w,s,1,4.9
b,n,w,k,1,6.0
b,n,w,s,1,5.8
b,n,w,s,1,5.8
b,n,w,s,1,4.2
b,n,w,k,1,7.0
b,n,w,s,1,6.5
b,n,w,s,1,4.6
b,n,w,s,1,6.3
b,n,w,k,1,4.6
b,n,w,k,1,5.7
b,n,w,s,1,6.5
b,n,w,k,1,5.2
b,n,w,k,1,5.2
b,n,w,k,1,4.4
b,n,w,s,1,4.8
b,n,w,k,1,6.2
b,n,w,s,1,5.9
b,n,w,s,1,5.1
b,n,w,s,1,4.7
b,n,w,s,1,5.0
b,n,w,k,1,3.4
w,b,w,s,0,4.8
b,n,w,s,1,4.2
b,n,w,s,1,5.4
b,n,w,s,1,5.4
b,n,w,s,1,4.8
b,n,w,s,1,4.5
b,n,w,s,1,5.2
b,n,w,k,1,5.8
b,n,w,k,1,5.4
b,n,w,k,1,6.0
b,n,w,k,1,4.8
b,n,w,k,1,5.1
b,n,w,s,1,6.7
b,n,w,k,1,4.7
b,n,w,k,1,5.2
b,n,w,s,1,4.5
b,n,w,s,1,3.8
b,n,w,s,1,6.3
b,n,w,k,1,4.3
b,n,w,s,1,5.1
b,n,w,k,1,5.9
b,n,w,s,1,4.6
g,b,w,s,0,4.3
b,n,w,s,1,4.9
b,n,w,k,1,4.5
b,n,w,k,1,5.9
b,n,w,s,1,5.9
g,b,w,k,0,5.6
b,n,w,k,1,6.1
b,n,w,k,1,5.9
b,n,w,s,1,4.8
b,n,w,k,1,5.3
b,n,w,s,1,5.7
b,n,w,k,1,4.4
b,n,w,k,1,6.3
b,n,w,s,1,5.1
b,n,w,s,1,4.0
b,n,w,s,1,5.9
b,n,w,k,1,5.2
b,n,w,s,1,4.1
b,n,w,s,1,4.4
b,n,w,k,1,3.4
b,n,w,s,1,3.7
b,n,w,s,1,5.8
b,n,w,s,1,4.6
b,n,w,s,1,5.3
b,n,w,k,1,4.8
b,n,w,s,1,5.6
b,n,w,s,1,5.7
b,n,w,s,1,6.5
b,n,w,k,1,4.4
b,n,w,k,1,4.0
b,n,w,s,1,4.8
b,n,w,k,1,4.9
b,n,w,s,1,4.6
b,n,w,s,1,5.5
b,n,w,k,1,5.2
b,n,w,s,1,5.0
b,n,w,k,1,4.3
b,n,w,s,1,4.7
b,n,w,s,1,5.2
b,n,w,k,1,4.7
b,n,w,k,1,3.8
b,n,w,k,1,5.0
b,n,w,k,1,6.1
b,n,w,k,1,4.7
b,n,w,k,1,5.9
b,n,w,k,1,5.5
b,n,w,s,1,3.8
b,n,w,k,1,5.4
b,n,w,s,1,6.6
b,n,w,s,1,7.8
b,n,w,s,1,3.7
b,n,w,k,1,4.6
w,b,w,s,0,5.8
b,n,w,k,1,6.1
b,n,w,k,1,5.7
b,n,w,s,1,4.5
b,n,w,k,1,6.0
b,n,w,s,1,3.3
b,n,w,k,1,5.8
b,n,w,k,1,5.1
b,n,w,k,1,4.1
g,b,w,k,0,3.8
b,n,w,k,1,4.3
b,n,w,s,1,3.7
b,n,w,k,1,6.4
b,n,w,k,1,6.0
b,n,w,k,1,5.7
b,n,w,k,1,6.1
b,n,w,k,1,4.1
b,n,w,s,1,3.8
b,n,w,s,1,5.5
b,n,w,s,1,4.1
p,b,w,k,0,4.8
b,n,w,s,1,4.4
b,n,w,s,1,5.1
b,n,w,s,1,4.4
b,n,w,s,1,3.6
g,b,w,s,0,3.7
b,n,w,s,1,4.9
b,n,w,k,1,6.0
b,n,w,s,1,2.8
b,n,w,k,1,4.8
b,n,w,k,1,4.9
b,n,w,k,1,3.6
b,n,w,s,1,4.9
b,n,w,k,1,4.8
b,n,w,s,1,5.7
b,n,w,s,1,5.7
b,n,w,s,1,4.6
b,n,w,s,1,4.5
b,n,w,s,1,4.3
b,n,w,k,1,5.3
b,n,w,s,1,5.9
b,n,w,k,1,3.2
b,n,w,k,1,4.2
b,n,w,s,1,4.2
b,n,w,k,1,6.8
b,n,w,s,1,4.8
b,n,w,s,1,4.1
b,n,w,s,1,4.5
b,n,w,s,1,5.0
b,n,w,s,1,5.1
b,n,w,k,1,5.6
b,n,w,k,1,5.8
b,n,w,s,1,6.5
b,n,w,s,1,6.2
b,n,w,k,1,3.1
b,n,w,k,1,5.0
b,n,w,k,1,5.8
b,n,w,s,1,6.3
b,n,w,k,1,5.3
b,n,w,s,1,5.3
b,n,w,k,1,4.0
b,n,w,s,1,4.7
b,n,w,k,1,3.9
b,n,w,s,1,4.5
b,n,w,s,1,5.4
b,n,w,k,1,5.5
b,n,w,s,1,4.1
g,b,w,k,0,5.7
b,n,w,k,1,5.3
b,n,w,s,1,6.0
b,n,w,s,1,4.7
b,n,w,k,1,6.1
b,n,w,k,1,4.7
b,n,w,s,1,6.3
b,n,w,s,1,4.0
b,n,w,s,1,4.9
b,n,w,k,1,4.5
b,n,w,s,1,5.1
b,n,w,s,1,4.4
b,n,w,s,1,5.0
b,n,w,s,1,5.0
b,n,w,k,1,5.2
b,n,w,k,1,3.8
b,n,w,k,1,6.1
b,n,w,k,1,5.9
p,b,w,k,0,6.6
b,n,w,k,1,4.6
b,n,w,s,1,4.9
b,n,w,s,1,4.6
b,n,w,s,1,4.0
b,n,w,k,1,6.0
b,n,w,s,1,5.4
b,n,w,k,1,3.5
b,n,w,s,1,3.3
b,n,w,s,1,6.6
b,n,w,k,1,6.8
b,n,w,k,1,4.5
b,n,w,k,1,7.1
b,n,w,s,1,4.7
b,n,w,k,1,3.8
b,n,w,s,1,6.2
b,n,w,s,1,4.1
b,n,w,k,1,3.8
b,n,w,k,1,5.5
b,n,w,k,1,6.4
b,n,w,k,1,5.3
b,n,w,s,1,4.6
b,n,w,k,1,4.9
b,n,w,s,1,5.0
b,n,w,s,1,4.7
b,n,w,k,1,5.6
b,n,w,k,1,5.3
b,n,w,s,1,6.2
b,n,w,s,1,5.0
b,n,w,s,1,3.4
b,n,w,s,1,5.7
b,n,w,k,1,5.3
b,n,w,s,1,4.5
b,n,w,s,1,3.4
b,n,w,k,1,4.8
b,n,w,k,1,6.5
b,n,w,k,1,5.3
b,n,w,k,1,5.8
b,n,w,s,1,3.6
b,n,w,s,1,6.2
b,n,w,s,1,4.9
b,n,w,k,1,6.3
b,n,w,k,1,5.8
b,n,w,k,1,3.1
b,n,w,k,1,6.1
b,n,w,k,1,3.8
b,n,w,k,1,5.9
b,n,w,k,1,4.5
b,n,w,s,1,5.7
b,n,w,s,1,3.9
b,n,w,s,1,4.4
b,n,w,s,1,5.2
w,b,w,s,0,5.4
b,n,w,s,1,5.2
b,n,w,k,1,6.4
b,n,w,k,1,3.1
b,n,w,k,1,5.7
b,n,w,k,1,3.1
b,n,w,s,1,5.8
b,n,w,k,1,5.6
b,n,w,k,1,5.0
b,n,w,s,1,5.1
b,n,w,k,1,4.6
b,n,w,k,1,4.6
b,n,w,k,1,3.3
b,n,w,k,1,4.8
b,n,w,s,1,4.8
b,n,w,s,1,4.9
b,n,w,k,1,5.3
b,n,w,s,1,4.0
b,n,w,k,1,4.3
b,n,w,k,1,6.1
b,n,w,s,1,5.5
b,n,w,k,1,5.4
b,n,w,k,1,3.9
b,n,w,k,1,4.7
b,n,w,s,1,6.0
b,n,w,k,1,3.8
b,n,w,k,1,5.3
b,n,w,s,1,3.2
b,n,w,k,1,5.3
b,n,w,s,1,4.5
b,n,w,s,1,5.2
b,n,w,s,1,5.6
b,n,w,s,1,4.9
b,n,w,s,1,4.4
b,n,w,k,1,4.8
p,b,w,k,0,4.9
b,n,w,s,1,4.3
b,n,w,k,1,4.5
b,n,w,k,1,5.3
b,n,w,k,1,5.2
b,n,w,k,1,3.9
b,n,w,s,1,4.3
b,n,w,s,1,5.1
b,n,w,k,1,5.8
o,b,o,s,0,4.3
b,n,w,k,1,3.2
b,n,w,k,1,4.2
b,n,w,k,1,4.9
b,n,w,s,1,6.2
b,n,w,k,1,6.7
b,n,w,k,1,5.0
b,n,w,k,1,5.9
b,n,w,k,1,4.3
b,n,w,k,1,4.6
b,n,w,k,1,4.4
b,n,w,k,1,4.9
b,n,w,k,1,4.8
b,n,w,k,1,6.1
b,n,w,k,1,4.4
b,n,w,k,1,6.5
b,n,w,k,1,5.0
b,n,w,k,1,5.9
b,n,w,k,1,5.4
b,n,w,s,1,5.3
b,n,w,s,1,4.9
g,b,w,k,0,4.9
b,n,w,s,1,3.7
b,n,w,s,1,4.2
b,n,w,s,1,6.9
b,n,w,s,1,2.9
b,n,w,s,1,6.0
b,n,w,s,1,5.4
g,b,w,k,0,5.1
b,n,w,k,1,7.6
b,n,w,s,1,5.9
w,b,w,s,0,4.5
b,n,w,s,1,5.2
b,n,w,k,1,4.1
b,n,w,s,1,4.7
b,n,w,k,1,5.1
b,n,w,k,1,4.4
b,n,w,k,1,6.0
b,n,w,s,1,4.0
b,n,w,s,1,5.0
w,b,w,k,1,5.1
b,n,w,s,1,7.5
b,n,w,s,1,5.3
b,n,w,k,1,4.6
b,n,w,s,1,3.9
b,n,w,k,1,4.0
b,n,w,s,1,5.3
b,n,w,k,1,5.9
b,n,w,s,1,4.5
n,b,y,s,0,4.9
b,n,w,s,1,5.1
b,n,w,s,1,3.2
b,n,w,s,1,6.5
b,n,w,k,1,6.0
b,n,w,k,1,3.7
b,n,w,k,1,5.4
b,n,w,s,1,4.4
b,n,w,s,1,4.0
b,n,w,s,1,6.4
n,b,o,s,0,5.4
b,n,w,k,1,4.8
b,n,w,s,1,3.2
b,n,w,s,1,3.3
b,n,w,k,1,4.6
b,n,w,k,1,6.0
b,n,w,k,1,3.3
b,n,w,s,1,5.1
b,n,w,s,1,3.6
b,n,w,s,1,4.4
b,n,w,k,1,6.8
b,n,w,s,1,5.1
b,n,w,s,1,4.8
b,n,w,k,1,3.2
b,n,w,s,1,5.5
g,b,w,s,0,7.8
b,n,w,s,1,6.0
b,n,w,s,1,5.2
b,n,w,s,1,3.5
b,n,w,k,1,5.3
b,n,w,k,1,5.2
b,n,w,k,1,5.9
b,n,w,k,1,6.9
b,n,w,s,1,4.0
b,n,w,k,1,4.1
b,n,w,k,1,7.0
b,n,w,k,1,4.6
b,n,w,s,1,3.1
b,n,w,k,1,5.3
b,n,w,s,1,4.1
b,n,w,s,1,4.9
b,n,w,k,1,4.7
b,n,w,k,1,3.6
b,n,w,k,1,4.2
b,n,w,k,1,4.3
b,n,w,k,1,3.4
b,n,w,s,1,6.3
b,n,w,k,1,4.5
b,n,w,s,1,4.8
b,n,w,s,1,6.5
b,n,w,k,1,5.9
b,n,w,s,1,3.0
b,n,w,k,1,7.8
b,n,w,s,1,2.2
b,n,w,s,1,5.4
b,n,w,k,1,4.3
b,n,w,s,1,4.7
b,n,w,s,1,4.3
b,n,w,k,1,3.6
b,n,w,k,1,4.7
b,n,w,k,1,4.7
b,n,w,k,1,4.4
b,n,w,s,1,5.1
b,n,w,k,1,5.8
b,n,w,s,1,6.1
b,n,w,s,1,5.2
b,n,w,k,1,7.1
b,n,w,s,1,5.6
b,n,w,k,1,4.5
b,n,w,k,1,3.7
b,n,w,s,1,3.6
b,n,w,k,1,5.8
b,n,w,k,1,5.0
b,n,w,s,1,7.2
b,n,w,k,1,6.1
b,n,w,k,1,4.9
b,n,w,k,1,3.4
b,n,w,s,1,4.4
b,n,w,s,1,3.9
b,n,w,k,1,6.6
b,n,w,s,1,5.7
b,n,w,k,1,4.9
b,n,w,s,1,4.2
b,n,w,s,1,7.4
b,n,w,s,1,6.0
p,b,w,k,0,4.8
b,n,w,k,1,5.2
b,n,w,s,1,4.8
b,n,w,k,1,5.4
b,n,w,s,1,3.7
b,n,w,s,1,4.5
b,n,w,k,1,3.8
b,n,w,k,1,5.6
p,b,w,s,0,4.8
b,n,w,k,1,3.8
b,n,w,s,1,5.1
b,n,w,s,1,5.7
b,n,w,k,1,4.2
b,n,w,k,1,5.3
b,n,w,k,1,5.0
b,n,w,k,1,4.8
b,n,w,k,1,5.5
b,n,w,k,1,6.9
b,n,w,k,1,4.8
b,n,w,k,1,5.9
b,n,w,k,1,4.9
p,b,w,s,0,5.0
b,n,w,s,1,7.2
b,n,w,s,1,5.5
b,n,w,k,1,4.5
b,n,w,s,1,4.3
b,n,w,s,1,4.8
b,n,w,k,1,4.1
b,n,w,s,1,5.0
b,n,w,s,1,5.2
b,n,w,s,1,4.8
b,n,w,s,1,5.9
b,n,w,k,1,5.1
b,n,w,k,1,4.6
b,n,w,s,1,3.0
b,n,w,k,1,6.4
b,n,w,s,1,3.8
b,n,w,s,1,6.2
b,n,w,k,1,3.3
b,n,w,k,1,4.6
b,n,w,k,1,4.3
b,n,w,s,1,6.3
b,n,w,s,1,4.9
b,n,w,s,1,4.9
b,n,w,k,1,7.1
b,n,w,s,1,4.7
b,n,w,s,1,3.8
b,n,w,s,1,5.3
b,n,w,k,1,6.9
n,b,b,s,0,5.5
b,n,w,s,1,6.0
b,n,w,s,1,5.9
b,n,w,s,1,5.3
b,n,w,k,1,6.4
b,n,w,s,1,3.7
b,n,w,k,1,4.9
b,n,w,k,1,3.0
b,n,w,s,1,5.5
b,n,w,s,1,4.9
b,n,w,s,1,5.7
b,n,w,s,1,7.0
b,n,w,s,1,6.0
b,n,w,k,1,6.0
b,n,w,k,1,4.2
b,n,w,k,1,4.0
b,n,w,k,1,6.0
b,n,w,s,1,5.4
b,n,w,s,1,4.5
b,n,w,s,1,6.9
b,n,w,s,1,1.9
b,n,w,s,1,4.3
b,n,w,k,1,5.9
b,n,w,s,1,4.5
b,n,w,k,1,3.6
b,n,w,s,1,5.1
b,n,w,k,1,4.8
b,n,w,s,1,4.7
b,n,w,k,1,4.6
b,n,w,s,1,5.1
b,n,w,s,1,3.9
b,n,w,s,1,4.3
b,n,w,s,1,5.4
b,n,w,k,1,4.1
b,n,w,k,1,5.5
b,n,w,k,1,3.1
b,n,w,k,1,4.8
b,n,w,k,1,4.5
b,n,w,k,1,6.0
b,n,w,s,1,4.9
b,n,w,s,1,5.4
p,b,w,s,0,2.3
b,n,w,k,1,5.4
b,n,w,k,1,5.2
b,n,w,s,1,2.1
b,n,w,s,1,4.8
b,n,w,k,1,5.7
b,n,w,s,1,4.2
b,n,w,k,1,3.7
b,n,w,s,1,4.8
b,n,w,k,1,6.7
b,n,w,k,1,5.7
b,n,w,k,1,4.5
b,n,w,s,1,5.1
b,n,w,s,1,4.0
b,n,w,s,1,4.1
b,n,w,s,1,3.6
b,n,w,k,1,6.4
b,n,w,k,1,4.6
b,n,w,k,1,3.7
b,n,w,k,1,5.1
b,n,w,s,1,6.8
b,n,w,s,1,4.9
b,n,w,k,1,3.7
b,n,w,k,1,4.9
b,n,w,k,1,5.9
b,n,w,k,1,2.0
b,n,w,s,1,6.5
b,n,w,s,1,5.3
b,n,w,s,1,5.7
b,n,w,s,1,5.2
b,n,w,s,1,4.0
b,n,w,k,1,6.0
b,n,w,s,1,4.7
b,n,w,k,1,5.2
b,n,w,k,1,6.2
b,n,w,k,1,5.4
b,n,w,k,1,5.8
b,n,w,s,1,5.0
b,n,w,k,1,4.8
b,n,w,s,1,4.2
b,n,w,s,1,4.4
b,n,w,k,1,2.7
b,n,w,k,1,6.6
b,n,w,k,1,4.6
b,n,w,k,1,3.8
b,n,w,s,1,5.8
b,n,w,s,1,6.6
b,n,w,k,1,4.9
b,n,w,s,1,4.9
b,n,w,s,1,3.3
b,n,w,k,1,6.4
b,n,w,s,1,4.4
b,n,w,k,1,4.8
b,n,w,k,1,4.5
b,n,w,k,1,4.6
b,n,w,s,1,6.0
b,n,w,s,1,6.6
b,n,w,s,1,3.4
b,n,w,k,1,4.2
b,n,w,k,1,4.5
b,n,w,s,1,4.9
p,b,w,s,0,2.1
b,n,w,k,1,5.5
b,n,w,k,1,7.4
o,b,y,s,0,4.6
b,n,w,s,1,4.3
b,n,w,k,1,6.0
b,n,w,s,1,4.9
b,n,w,k,1,4.6
w,b,w,k,1,5.5
b,n,w,s,1,5.6
b,n,w,k,1,4.1
b,n,w,k,1,4.0
b,n,w,s,1,4.8
b,n,w,k,1,5.9
b,n,w,s,1,5.3
b,n,w,s,1,5.4
b,n,w,k,1,5.1
b,n,w,k,1,7.0
b,n,w,s,1,5.9
b,n,w,s,1,5.0
b,n,w,s,1,7.1
b,n,w,k,1,5.3
b,n,w,k,1,4.9
b,n,w,k,1,4.3
b,n,w,k,1,4.5
b,n,w,k,1,5.9
b,n,w,k,1,5.2
b,n,w,s,1,3.6
b,n,w,s,1,5.0
b,n,w,s,1,3.5
b,n,w,k,1,3.2
b,n,w,s,1,4.2
b,n,w,s,1,4.2
b,n,w,k,1,4.7
b,n,w,s,1,4.9
b,n,w,s,1,5.2
b,n,w,s,1,3.6
b,n,w,k,1,5.4
b,n,w,s,1,4.4
b,n,w,s,1,4.8
b,n,w,k,1,5.3
b,n,w,k,1,5.8
b,n,w,s,1,4.2
b,n,w,k,1,3.0
b,n,w,s,1,3.7
b,n,w,s,1,5.2
b,n,w,s,1,4.7
b,n,w,k,1,4.6
b,n,w,k,1,5.1
b,n,w,s,1,5.6
b,n,w,k,1,5.3
b,n,w,s,1,5.4
b,n,w,s,1,3.7
b,n,w,s,1,5.0
b,n,w,s,1,4.3
b,n,w,k,1,7.0
b,n,w,s,1,5.9
b,n,w,k,1,3.9
b,n,w,s,1,4.1
b,n,w,s,1,3.9
b,n,w,s,1,3.9
b,n,w,s,1,5.1
b,n,w,k,1,4.9
b,n,w,k,1,5.0
b,n,w,s,1,4.1
b,n,w,s,1,5.2
b,n,w,s,1,4.6
b,n,w,k,1,5.0
b,n,w,k,1,4.6
b,n,w,s,1,3.8
b,n,w,k,1,4.3
b,n,w,k,1,4.2
b,n,w,k,1,4.3
b,n,w,s,1,6.6
b,n,w,k,1,4.3
b,n,w,k,1,6.4
b,n,w,k,1,4.9
b,n,w,k,1,5.5
b,n,w,k,1,5.9
b,n,w,s,1,6.1
b,n,w,s,1,5.7
b,n,w,s,1,4.8
b,n,w,k,1,5.0
b,n,w,k,1,5.3
g,b,w,k,0,5.7
b,n,w,s,1,5.8
b,n,w,s,1,5.1
b,n,w,s,1,3.2
b,n,w,s,1,2.7
b,n,w,k,1,5.5
b,n,w,k,1,4.9
b,n,w,k,1,5.2
w,b,w,s,0,4.4
b,n,w,k,1,5.5
b,n,w,s,1,4.8
b,n,w,s,1,6.2
b,n,w,s,1,6.8
b,n,w,s,1,4.2
b,n,w,k,1,3.2
b,n,w,s,1,4.0
b,n,w,s,1,4.8
b,n,w,s,1,6.1
p,b,w,k,0,5.5
y,b,o,s,0,1.9
b,n,w,s,1,5.2
b,n,w,s,1,5.8
b,n,w,s,1,6.5
b,n,w,k,1,5.2
b,n,w,s,1,5.2
b,n,w,s,1,5.1
b,n,w,s,1,5.8
b,n,w,k,1,3.2
b,n,w,k,1,6.2
b,n,w,s,1,5.2
g,b,w,s,0,3.1
b,n,w,s,1,3.6
b,n,w,k,1,4.0
b,n,w,k,1,4.3
b,n,w,k,1,5.2
b,n,w,k,1,5.9
b,n,w,k,1,5.3
b,n,w,k,1,4.1
b,n,w,s,1,4.6
b,n,w,s,1,5.2
b,n,w,s,1,4.1
b,n,w,s,1,4.6
b,n,w,s,1,5.3
b,n,w,s,1,3.8
b,n,w,s,1,5.8
b,n,w,k,1,7.1
b,n,w,s,1,5.4
b,n,w,s,1,4.1
b,n,w,s,1,5.9
b,n,w,s,1,7.0
b,n,w,k,1,4.3
b,n,w,k,1,3.1
b,n,w,k,1,6.2
b,n,w,s,1,5.5
b,n,w,k,1,5.4
b,n,w,k,1,5.4
b,n,w,s,1,5.0
b,n,w,k,1,5.8
b,n,w,s,1,5.2
b,n,w,s,1,4.4
b,n,w,k,1,6.0
b,n,w,s,1,5.6
b,n,w,k,1,4.8
b,n,w,s,1,5.6
b,n,w,s,1,4.7
b,n,w,s,1,5.9
b,n,w,k,1,5.6
b,n,w,k,1,4.1
b,n,w,s,1,4.6
b,n,w,k,1,5.7
b,n,w,s,1,4.9
b,n,w,k,1,4.6
b,n,w,k,1,3.4
b,n,w,k,1,4.9
b,n,w,k,1,6.9
b,n,w,k,1,6.6
b,n,w,s,1,4.3
b,n,w,k,1,4.2
b,n,w,s,1,4.4
b,n,w,s,1,2.9
b,n,w,k,1,5.3
b,n,w,k,1,4.6
b,n,w,s,1,6.4
w,b,w,k,0,5.9
b,n,w,k,1,4.7
b,n,w,k,1,4.3
b,n,w,s,1,4.8
b,n,w,s,1,5.2
b,n,w,k,1,6.1
b,n,w,s,1,4.6
b,n,w,k,1,5.0
b,n,w,k,1,4.5
b,n,w,k,1,5.2
b,n,w,s,1,3.2
b,n,w,k,1,4.5
b,n,w,k,1,5.9
b,n,w,s,1,6.4
b,n,w,s,1,6.2
b,n,w,k,1,3.5
b,n,w,s,1,5.5
b,n,w,s,1,5.2
b,n,w,k,1,4.7
b,n,w,k,1,3.4
b,n,w,s,1,4.0
b,n,w,k,1,3.9
n,b,o,s,0,6.5
b,n,w,s,1,3.1
b,n,w,k,1,4.8
b,n,w,k,1,6.0
b,n,w,k,1,5.0
b,n,w,k,1,4.2
w,b,w,k,1,5.2
b,n,w,k,1,4.2
b,n,w,k,1,4.4
b,n,w,k,1,6.0
b,n,w,s,1,3.5
g,b,w,k,0,4.6
b,n,w,k,1,6.0
b,n,w,s,1,3.3
b,n,w,s,1,7.1
b,n,w,k,1,5.2
b,n,w,s,1,7.2
b,n,w,k,1,4.2
b,n,w,k,1,5.4
b,n,w,k,1,5.5
b,n,w,s,1,5.0
b,n,w,s,1,5.9
b,n,w,s,1,5.7
b,n,w,k,1,4.5
b,n,w,k,1,5.0
b,n,w,s,1,3.0
b,n,w,k,1,5.4
b,n,w,k,1,6.5
b,n,w,k,1,5.0
b,n,w,k,1,4.6
b,n,w,k,1,5.5
b,n,w,k,1,4.8
b,n,w,k,1,4.0
b,n,w,s,1,6.0
b,n,w,k,1,4.8
w,b,w,k,0,5.4
b,n,w,s,1,4.8
b,n,w,s,1,6.1
b,n,w,s,1,5.9
b,n,w,s,1,4.4
b,n,w,k,1,6.1
b,n,w,k,1,5.6
b,n,w,s,1,5.5
b,n,w,k,1,6.2
b,n,w,s,1,3.4
b,n,w,s,1,5.5
b,n,w,s,1,4.1
b,n,w,s,1,5.0
b,n,w,k,1,5.0
b,n,w,k,1,5.2
b,n,w,k,1,6.6
n,b,y,s,0,4.9
b,n,w,k,1,4.5
b,n,w,s,1,5.5
b,n,w,k,1,4.5
w,b,w,s,0,6.5
n,b,y,s,0,4.6
w,b,w,s,0,4.9
g,b,w,s,0,4.7
b,n,w,s,1,5.2
b,n,w,s,1,5.2
o,b,o,s,0,3.4
b,n,w,k,1,4.4
y,n,w,y,1,4.6
b,n,w,k,1,5.6
g,b,w,k,0,5.5
b,n,w,s,1,4.4
b,n,w,s,1,4.7
b,n,w,k,1,5.4
b,n,w,k,1,4.1
b,n,w,k,1,5.0
w,b,w,s,0,5.6
b,n,w,s,1,6.5
b,n,w,k,1,5.3
b,n,w,k,1,6.3
p,b,w,k,0,5.0
b,n,w,k,1,5.2
b,n,w,s,1,7.2
o,b,n,s,0,5.3
w,b,w,s,0,4.0
b,n,w,k,1,4.9
b,n,w,k,1,3.5
b,n,w,s,1,5.6
w,b,w,s,0,7.0
b,n,w,k,1,5.2
b,n,w,k,1,4.7
b,n,w,k,1,4.5
b,n,w,s,1,4.9
p,b,w,s,0,5.5
p,b,w,s,0,5.2
b,n,w,k,1,5.3
b,n,w,s,1,5.3
w,b,w,s,0,5.8
b,n,w,s,1,5.3
b,n,w,s,1,3.7
b,n,w,s,1,5.3
w,b,w,k,1,5.5
b,n,w,s,1,6.0
b,n,w,s,1,5.1
b,n,w,s,1,4.9
b,n,w,k,1,3.3
b,n,w,s,1,6.3
b,n,w,s,1,2.9
w,b,w,s,0,5.3
b,n,w,k,1,4.5
b,n,w,s,1,7.7
b,n,w,s,1,5.1
b,n,w,k,1,4.4
b,n,w,s,1,4.9
g,b,w,s,0,4.8
b,n,w,s,1,2.5
b,n,w,k,1,6.7
b,n,w,k,1,6.0
b,n,w,s,1,3.7
b,n,w,k,1,3.4
b,n,w,s,1,4.5
b,n,w,k,1,6.5
b,n,w,s,1,6.2
w,b,w,y,0,6.9
b,n,w,s,1,6.7
b,n,w,k,1,6.2
w,b,w,y,0,5.8
b,n,w,k,1,5.5
b,n,w,s,1,3.6
b,n,w,k,1,6.1
b,n,w,s,1,4.8
w,b,w,s,0,6.2
